ano,forma_de_energia,concepto,ktep_redond
1994,Gasolina Estabilizada,Consumo,-159.7
1995,Gasolina Estabilizada,Consumo,-177.6
1996,Gasolina Estabilizada,Consumo,-138.9
1997,Gasolina Estabilizada,Consumo,-84.2
1998,Gasolina Estabilizada,Consumo,-65.4
1999,Gasolina Estabilizada,Consumo,-178.8
2000,Gasolina Estabilizada,Consumo,-70.7
2001,Gasolina Estabilizada,Consumo,-118.9
2002,Gasolina Estabilizada,Consumo,0
2003,Gasolina Estabilizada,Consumo,-17.9
2004,Gasolina Estabilizada,Consumo,-18
2005,Gasolina Estabilizada,Consumo,0
2006,Gasolina Estabilizada,Consumo,-39.7
2007,Gasolina Estabilizada,Consumo,-74
2008,Gasolina Estabilizada,Consumo,-393
2009,Gasolina Estabilizada,Consumo,-258
2010,Gasolina Estabilizada,Consumo,-105
2011,Gasolina Estabilizada,Consumo,0
2012,Gasolina Estabilizada,Consumo,-114
2013,Gasolina Estabilizada,Consumo,0
2014,Gasolina Estabilizada,Consumo,-148
2015,Gasolina Estabilizada,Consumo,0
1960,Otras Naftas,Oferta,0
1961,Otras Naftas,Oferta,0
1962,Otras Naftas,Oferta,0
1963,Otras Naftas,Oferta,0
1964,Otras Naftas,Oferta,0
1965,Otras Naftas,Oferta,0
1966,Otras Naftas,Oferta,0
1967,Otras Naftas,Oferta,0
1968,Otras Naftas,Oferta,0
1969,Otras Naftas,Oferta,0
1970,Otras Naftas,Oferta,0
1971,Otras Naftas,Oferta,0
1972,Otras Naftas,Oferta,0
1973,Otras Naftas,Oferta,0
1974,Otras Naftas,Oferta,0
1975,Otras Naftas,Oferta,0
1976,Otras Naftas,Oferta,0
1977,Otras Naftas,Oferta,0
1978,Otras Naftas,Oferta,0
1979,Otras Naftas,Oferta,0
1980,Otras Naftas,Oferta,0
1981,Otras Naftas,Oferta,0
1982,Otras Naftas,Oferta,0
1983,Otras Naftas,Oferta,0
1984,Otras Naftas,Oferta,0
1985,Otras Naftas,Oferta,0
1986,Otras Naftas,Oferta,0
1987,Otras Naftas,Oferta,0
1988,Otras Naftas,Oferta,0
1989,Otras Naftas,Oferta,0
1990,Otras Naftas,Oferta,0
1991,Otras Naftas,Oferta,0
1992,Otras Naftas,Oferta,0
1993,Otras Naftas,Oferta,0
1994,Otras Naftas,Oferta,121.6
1995,Otras Naftas,Oferta,-5
1996,Otras Naftas,Oferta,-713.4
1997,Otras Naftas,Oferta,-770.4
1998,Otras Naftas,Oferta,-853.4
1999,Otras Naftas,Oferta,-1014.9
2000,Otras Naftas,Oferta,-1196.5
2001,Otras Naftas,Oferta,-1341.2
2002,Otras Naftas,Oferta,-1430.3
2003,Otras Naftas,Oferta,-1528
2004,Otras Naftas,Oferta,-1632.7
2005,Otras Naftas,Oferta,-1462.6
2006,Otras Naftas,Oferta,-1772.8
2007,Otras Naftas,Oferta,-2085.7
2008,Otras Naftas,Oferta,-2105.4
2009,Otras Naftas,Oferta,-1777.1
2010,Otras Naftas,Oferta,-1419.1
2011,Otras Naftas,Oferta,-1153.8
2012,Otras Naftas,Oferta,-1084.6
2013,Otras Naftas,Oferta,-694.5
2014,Otras Naftas,Oferta,-734.9
2015,Otras Naftas,Oferta,-568.6
1960,Otras Naftas,Transformacion,202.8
1961,Otras Naftas,Transformacion,250.2
1962,Otras Naftas,Transformacion,290.7
1963,Otras Naftas,Transformacion,275.4
1964,Otras Naftas,Transformacion,292.9
1965,Otras Naftas,Transformacion,336.8
1966,Otras Naftas,Transformacion,490.4
1967,Otras Naftas,Transformacion,512.8
1968,Otras Naftas,Transformacion,502
1969,Otras Naftas,Transformacion,568.3
1970,Otras Naftas,Transformacion,540.1
1971,Otras Naftas,Transformacion,599.4
1972,Otras Naftas,Transformacion,592.4
1973,Otras Naftas,Transformacion,589.4
1974,Otras Naftas,Transformacion,533.8
1975,Otras Naftas,Transformacion,467.1
1976,Otras Naftas,Transformacion,574.8
1977,Otras Naftas,Transformacion,457.9
1978,Otras Naftas,Transformacion,384.5
1979,Otras Naftas,Transformacion,393.1
1980,Otras Naftas,Transformacion,449.1
1981,Otras Naftas,Transformacion,503.4
1982,Otras Naftas,Transformacion,523.3
1983,Otras Naftas,Transformacion,522.3
1984,Otras Naftas,Transformacion,504.7
1985,Otras Naftas,Transformacion,473
1986,Otras Naftas,Transformacion,475.4
1987,Otras Naftas,Transformacion,458
1988,Otras Naftas,Transformacion,462.7
1989,Otras Naftas,Transformacion,431.6
1990,Otras Naftas,Transformacion,439.9
1991,Otras Naftas,Transformacion,590.4
1992,Otras Naftas,Transformacion,619.9
1993,Otras Naftas,Transformacion,616.1
1994,Otras Naftas,Transformacion,633.5
1995,Otras Naftas,Transformacion,612.3
1996,Otras Naftas,Transformacion,1122.4
1997,Otras Naftas,Transformacion,1535.7
1998,Otras Naftas,Transformacion,1629.8
1999,Otras Naftas,Transformacion,1512.6
2000,Otras Naftas,Transformacion,1447.2
2001,Otras Naftas,Transformacion,1479.9
2002,Otras Naftas,Transformacion,1505.5
2003,Otras Naftas,Transformacion,1887.5
2004,Otras Naftas,Transformacion,1995.7
2005,Otras Naftas,Transformacion,1898.1
2006,Otras Naftas,Transformacion,2118.3
2007,Otras Naftas,Transformacion,2541.5
2008,Otras Naftas,Transformacion,2372.7
2009,Otras Naftas,Transformacion,2076.3
2010,Otras Naftas,Transformacion,2025.3
2011,Otras Naftas,Transformacion,1378.2
2012,Otras Naftas,Transformacion,1283.6
2013,Otras Naftas,Transformacion,861.6
2014,Otras Naftas,Transformacion,1040.3
2015,Otras Naftas,Transformacion,960.6
1960,Otras Naftas,Consumo,-202.8
1961,Otras Naftas,Consumo,-250.2
1962,Otras Naftas,Consumo,-290.7
1963,Otras Naftas,Consumo,-275.4
1964,Otras Naftas,Consumo,-292.9
1965,Otras Naftas,Consumo,-336.8
1966,Otras Naftas,Consumo,-490.4
1967,Otras Naftas,Consumo,-512.8
1968,Otras Naftas,Consumo,-502
1969,Otras Naftas,Consumo,-568.3
1970,Otras Naftas,Consumo,-540.1
1971,Otras Naftas,Consumo,-599.4
1972,Otras Naftas,Consumo,-592.4
1973,Otras Naftas,Consumo,-589.4
1974,Otras Naftas,Consumo,-533.8
1975,Otras Naftas,Consumo,-467.1
1976,Otras Naftas,Consumo,-574.8
1977,Otras Naftas,Consumo,-457.9
1978,Otras Naftas,Consumo,-384.5
1979,Otras Naftas,Consumo,-393.1
1980,Otras Naftas,Consumo,-449.1
1981,Otras Naftas,Consumo,-503.4
1982,Otras Naftas,Consumo,-523.3
1983,Otras Naftas,Consumo,-522.3
1984,Otras Naftas,Consumo,-504.7
1985,Otras Naftas,Consumo,-473
1986,Otras Naftas,Consumo,-475.4
1987,Otras Naftas,Consumo,-458
1988,Otras Naftas,Consumo,-462.7
1989,Otras Naftas,Consumo,-431.6
1990,Otras Naftas,Consumo,-439.9
1991,Otras Naftas,Consumo,-590.4
1992,Otras Naftas,Consumo,-619.9
1993,Otras Naftas,Consumo,-616.1
1994,Otras Naftas,Consumo,-755.1
1995,Otras Naftas,Consumo,-607.2
1996,Otras Naftas,Consumo,-409.1
1997,Otras Naftas,Consumo,-765.3
1998,Otras Naftas,Consumo,-776.4
1999,Otras Naftas,Consumo,-497.7
2000,Otras Naftas,Consumo,-250.7
2001,Otras Naftas,Consumo,-138.7
2002,Otras Naftas,Consumo,-75.2
2003,Otras Naftas,Consumo,-359.5
2004,Otras Naftas,Consumo,-363
2005,Otras Naftas,Consumo,-435.5
2006,Otras Naftas,Consumo,-345.5
2007,Otras Naftas,Consumo,-455.8
2008,Otras Naftas,Consumo,-267.3
2009,Otras Naftas,Consumo,-299.2
2010,Otras Naftas,Consumo,-606.2
2011,Otras Naftas,Consumo,-224.3
2012,Otras Naftas,Consumo,-198.9
2013,Otras Naftas,Consumo,-167.1
2014,Otras Naftas,Consumo,-305.4
2015,Otras Naftas,Consumo,-391.9
1960,Motonaftas,Oferta,24.7
1961,Motonaftas,Oferta,-34.6
1962,Motonaftas,Oferta,-175.6
1963,Motonaftas,Oferta,-60.2
1964,Motonaftas,Oferta,83.6
1965,Motonaftas,Oferta,0
1966,Motonaftas,Oferta,-82
1967,Motonaftas,Oferta,68.8
1968,Motonaftas,Oferta,169.8
1969,Motonaftas,Oferta,-72.9
1970,Motonaftas,Oferta,49.2
1971,Motonaftas,Oferta,-131.3
1972,Motonaftas,Oferta,33.4
1973,Motonaftas,Oferta,-90
1974,Motonaftas,Oferta,138.9
1975,Motonaftas,Oferta,49.4
1976,Motonaftas,Oferta,44.3
1977,Motonaftas,Oferta,-99
1978,Motonaftas,Oferta,43.6
1979,Motonaftas,Oferta,-80.4
1980,Motonaftas,Oferta,255.3
1981,Motonaftas,Oferta,326.8
1982,Motonaftas,Oferta,38
1983,Motonaftas,Oferta,-67.4
1984,Motonaftas,Oferta,-38.6
1985,Motonaftas,Oferta,-291.1
1986,Motonaftas,Oferta,-99.2
1987,Motonaftas,Oferta,85.9
1988,Motonaftas,Oferta,-528.7
1989,Motonaftas,Oferta,-403.7
1990,Motonaftas,Oferta,-758.2
1991,Motonaftas,Oferta,-1033.9
1992,Motonaftas,Oferta,-1586.8
1993,Motonaftas,Oferta,-1499.5
1994,Motonaftas,Oferta,-1209.9
1995,Motonaftas,Oferta,-1132.8
1996,Motonaftas,Oferta,-715.9
1997,Motonaftas,Oferta,-1211.2
1998,Motonaftas,Oferta,-1414.3
1999,Motonaftas,Oferta,-1735.6
2000,Motonaftas,Oferta,-1964.4
2001,Motonaftas,Oferta,-2117
2002,Motonaftas,Oferta,-2203.5
2003,Motonaftas,Oferta,-2279.5
2004,Motonaftas,Oferta,-2024.1
2005,Motonaftas,Oferta,-2252.1
2006,Motonaftas,Oferta,-1544.4
2007,Motonaftas,Oferta,-1031.4
2008,Motonaftas,Oferta,-11.5
2009,Motonaftas,Oferta,-467
2010,Motonaftas,Oferta,92
2011,Motonaftas,Oferta,82.4
2012,Motonaftas,Oferta,91.2
2013,Motonaftas,Oferta,242.3
2014,Motonaftas,Oferta,323.2
2015,Motonaftas,Oferta,48.8
1960,Motonaftas,Transformacion,1747.8
1961,Motonaftas,Transformacion,2156.1
1962,Motonaftas,Transformacion,2505.3
1963,Motonaftas,Transformacion,2374
1964,Motonaftas,Transformacion,2524.9
1965,Motonaftas,Transformacion,2902.9
1966,Motonaftas,Transformacion,3431.9
1967,Motonaftas,Transformacion,3554.8
1968,Motonaftas,Transformacion,3560.8
1969,Motonaftas,Transformacion,3974
1970,Motonaftas,Transformacion,4037.9
1971,Motonaftas,Transformacion,4399.7
1972,Motonaftas,Transformacion,4534.4
1973,Motonaftas,Transformacion,4881.8
1974,Motonaftas,Transformacion,4586.6
1975,Motonaftas,Transformacion,3950
1976,Motonaftas,Transformacion,3730.9
1977,Motonaftas,Transformacion,4073.9
1978,Motonaftas,Transformacion,4316
1979,Motonaftas,Transformacion,4566.1
1980,Motonaftas,Transformacion,5058
1981,Motonaftas,Transformacion,4990.4
1982,Motonaftas,Transformacion,4510.2
1983,Motonaftas,Transformacion,4501.7
1984,Motonaftas,Transformacion,4350.3
1985,Motonaftas,Transformacion,4077
1986,Motonaftas,Transformacion,4097.5
1987,Motonaftas,Transformacion,3947.3
1988,Motonaftas,Transformacion,3988.5
1989,Motonaftas,Transformacion,3720.4
1990,Motonaftas,Transformacion,3791.2
1991,Motonaftas,Transformacion,5088.9
1992,Motonaftas,Transformacion,5343.2
1993,Motonaftas,Transformacion,5309.8
1994,Motonaftas,Transformacion,5460.3
1995,Motonaftas,Transformacion,5277.2
1996,Motonaftas,Transformacion,6091.1
1997,Motonaftas,Transformacion,5882.7
1998,Motonaftas,Transformacion,6243.1
1999,Motonaftas,Transformacion,5794.3
2000,Motonaftas,Transformacion,5543.7
2001,Motonaftas,Transformacion,5378.3
2002,Motonaftas,Transformacion,4948.1
2003,Motonaftas,Transformacion,4698.7
2004,Motonaftas,Transformacion,4480.2
2005,Motonaftas,Transformacion,4539.6
2006,Motonaftas,Transformacion,4424.1
2007,Motonaftas,Transformacion,4481
2008,Motonaftas,Transformacion,4393.9
2009,Motonaftas,Transformacion,4521.6
2010,Motonaftas,Transformacion,4620.1
2011,Motonaftas,Transformacion,5148.5
2012,Motonaftas,Transformacion,5485.4
2013,Motonaftas,Transformacion,5716.5
2014,Motonaftas,Transformacion,5469.4
2015,Motonaftas,Transformacion,6250
1960,Motonaftas,Consumo,-1772.5
1961,Motonaftas,Consumo,-2121.5
1962,Motonaftas,Consumo,-2329.7
1963,Motonaftas,Consumo,-2313.8
1964,Motonaftas,Consumo,-2608.5
1965,Motonaftas,Consumo,-2902.9
1966,Motonaftas,Consumo,-3350
1967,Motonaftas,Consumo,-3623.6
1968,Motonaftas,Consumo,-3730.6
1969,Motonaftas,Consumo,-3901.2
1970,Motonaftas,Consumo,-4087.2
1971,Motonaftas,Consumo,-4268.4
1972,Motonaftas,Consumo,-4567.8
1973,Motonaftas,Consumo,-4791.8
1974,Motonaftas,Consumo,-4725.6
1975,Motonaftas,Consumo,-3999.4
1976,Motonaftas,Consumo,-3775.2
1977,Motonaftas,Consumo,-3975
1978,Motonaftas,Consumo,-4359.6
1979,Motonaftas,Consumo,-4485.7
1980,Motonaftas,Consumo,-5313.3
1981,Motonaftas,Consumo,-5317.2
1982,Motonaftas,Consumo,-4548.2
1983,Motonaftas,Consumo,-4434.3
1984,Motonaftas,Consumo,-4311.7
1985,Motonaftas,Consumo,-3785.9
1986,Motonaftas,Consumo,-3998.3
1987,Motonaftas,Consumo,-4033.1
1988,Motonaftas,Consumo,-3459.8
1989,Motonaftas,Consumo,-3316.7
1990,Motonaftas,Consumo,-3033
1991,Motonaftas,Consumo,-4055
1992,Motonaftas,Consumo,-3756.4
1993,Motonaftas,Consumo,-3810.4
1994,Motonaftas,Consumo,-4250.4
1995,Motonaftas,Consumo,-4144.4
1996,Motonaftas,Consumo,-5375.2
1997,Motonaftas,Consumo,-4671.5
1998,Motonaftas,Consumo,-4828.8
1999,Motonaftas,Consumo,-4058.7
2000,Motonaftas,Consumo,-3579.4
2001,Motonaftas,Consumo,-3261.4
2002,Motonaftas,Consumo,-2744.6
2003,Motonaftas,Consumo,-2419.2
2004,Motonaftas,Consumo,-2456.1
2005,Motonaftas,Consumo,-2287.5
2006,Motonaftas,Consumo,-2879.6
2007,Motonaftas,Consumo,-3449.6
2008,Motonaftas,Consumo,-4382.4
2009,Motonaftas,Consumo,-4054.6
2010,Motonaftas,Consumo,-4712
2011,Motonaftas,Consumo,-5230.8
2012,Motonaftas,Consumo,-5576.6
2013,Motonaftas,Consumo,-5958.7
2014,Motonaftas,Consumo,-5792.6
2015,Motonaftas,Consumo,-6298.9
1960,Kerosene,Oferta,162
1961,Kerosene,Oferta,173.8
1962,Kerosene,Oferta,66.7
1963,Kerosene,Oferta,-48.5
1964,Kerosene,Oferta,-61.7
1965,Kerosene,Oferta,-77.5
1966,Kerosene,Oferta,-111.8
1967,Kerosene,Oferta,-123.8
1968,Kerosene,Oferta,-148.3
1969,Kerosene,Oferta,-192.1
1970,Kerosene,Oferta,-210.8
1971,Kerosene,Oferta,-244
1972,Kerosene,Oferta,-236.7
1973,Kerosene,Oferta,-273.3
1974,Kerosene,Oferta,-281.2
1975,Kerosene,Oferta,-312.8
1976,Kerosene,Oferta,-322.8
1977,Kerosene,Oferta,-345.6
1978,Kerosene,Oferta,-380
1979,Kerosene,Oferta,-441.7
1980,Kerosene,Oferta,-508.5
1981,Kerosene,Oferta,-242.4
1982,Kerosene,Oferta,-417
1983,Kerosene,Oferta,-382.1
1984,Kerosene,Oferta,-388.6
1985,Kerosene,Oferta,-488.2
1986,Kerosene,Oferta,-453.9
1987,Kerosene,Oferta,-446.1
1988,Kerosene,Oferta,-432.4
1989,Kerosene,Oferta,-482
1990,Kerosene,Oferta,-481.9
1991,Kerosene,Oferta,-430.2
1992,Kerosene,Oferta,-507.2
1993,Kerosene,Oferta,-587.4
1994,Kerosene,Oferta,-571.3
1995,Kerosene,Oferta,-658
1996,Kerosene,Oferta,-745.9
1997,Kerosene,Oferta,-678.5
1998,Kerosene,Oferta,-730.6
1999,Kerosene,Oferta,-798.8
2000,Kerosene,Oferta,-758.7
2001,Kerosene,Oferta,-809.8
2002,Kerosene,Oferta,-934.4
2003,Kerosene,Oferta,-756.8
2004,Kerosene,Oferta,-811.5
2005,Kerosene,Oferta,-855.1
2006,Kerosene,Oferta,-792.1
2007,Kerosene,Oferta,-844.7
2008,Kerosene,Oferta,-802.5
2009,Kerosene,Oferta,-873.2
2010,Kerosene,Oferta,-885.2
2011,Kerosene,Oferta,-841.7
2012,Kerosene,Oferta,-910
2013,Kerosene,Oferta,-900.3
2014,Kerosene,Oferta,-851.3
2015,Kerosene,Oferta,-859.8
1960,Kerosene,Transformacion,885.7
1961,Kerosene,Transformacion,906.1
1962,Kerosene,Transformacion,1148.7
1963,Kerosene,Transformacion,990.4
1964,Kerosene,Transformacion,1114.9
1965,Kerosene,Transformacion,1053.7
1966,Kerosene,Transformacion,1025.2
1967,Kerosene,Transformacion,1013.2
1968,Kerosene,Transformacion,1066.2
1969,Kerosene,Transformacion,1153.8
1970,Kerosene,Transformacion,1231.4
1971,Kerosene,Transformacion,1148.5
1972,Kerosene,Transformacion,1152.5
1973,Kerosene,Transformacion,1181.5
1974,Kerosene,Transformacion,1325.1
1975,Kerosene,Transformacion,1293.4
1976,Kerosene,Transformacion,1311.7
1977,Kerosene,Transformacion,1320.6
1978,Kerosene,Transformacion,1281.1
1979,Kerosene,Transformacion,1194.3
1980,Kerosene,Transformacion,1423.5
1981,Kerosene,Transformacion,973.2
1982,Kerosene,Transformacion,1138.1
1983,Kerosene,Transformacion,1177.8
1984,Kerosene,Transformacion,1160.8
1985,Kerosene,Transformacion,1149.9
1986,Kerosene,Transformacion,1159.5
1987,Kerosene,Transformacion,1109.2
1988,Kerosene,Transformacion,1118.9
1989,Kerosene,Transformacion,1197.6
1990,Kerosene,Transformacion,1222.8
1991,Kerosene,Transformacion,1100.8
1992,Kerosene,Transformacion,1175.4
1993,Kerosene,Transformacion,1214.7
1994,Kerosene,Transformacion,1225.2
1995,Kerosene,Transformacion,1341.1
1996,Kerosene,Transformacion,1502.3
1997,Kerosene,Transformacion,1348
1998,Kerosene,Transformacion,1378.7
1999,Kerosene,Transformacion,1350
2000,Kerosene,Transformacion,1249.7
2001,Kerosene,Transformacion,1310.3
2002,Kerosene,Transformacion,1347.6
2003,Kerosene,Transformacion,1180.7
2004,Kerosene,Transformacion,1256.5
2005,Kerosene,Transformacion,1302.3
2006,Kerosene,Transformacion,1214.5
2007,Kerosene,Transformacion,1282.2
2008,Kerosene,Transformacion,1257.7
2009,Kerosene,Transformacion,1320.2
2010,Kerosene,Transformacion,1427
2011,Kerosene,Transformacion,1376.3
2012,Kerosene,Transformacion,1433.2
2013,Kerosene,Transformacion,1424.9
2014,Kerosene,Transformacion,1366.3
2015,Kerosene,Transformacion,1381.8
1960,Kerosene,Consumo,-1047.7
1961,Kerosene,Consumo,-1079.8
1962,Kerosene,Consumo,-1215.4
1963,Kerosene,Consumo,-941.9
1964,Kerosene,Consumo,-1053.2
1965,Kerosene,Consumo,-976.2
1966,Kerosene,Consumo,-913.4
1967,Kerosene,Consumo,-889.3
1968,Kerosene,Consumo,-917.9
1969,Kerosene,Consumo,-961.7
1970,Kerosene,Consumo,-1020.5
1971,Kerosene,Consumo,-904.6
1972,Kerosene,Consumo,-915.8
1973,Kerosene,Consumo,-908.2
1974,Kerosene,Consumo,-1043.8
1975,Kerosene,Consumo,-980.6
1976,Kerosene,Consumo,-988.9
1977,Kerosene,Consumo,-974.9
1978,Kerosene,Consumo,-901.2
1979,Kerosene,Consumo,-752.6
1980,Kerosene,Consumo,-915
1981,Kerosene,Consumo,-730.8
1982,Kerosene,Consumo,-721.1
1983,Kerosene,Consumo,-795.8
1984,Kerosene,Consumo,-772.2
1985,Kerosene,Consumo,-661.8
1986,Kerosene,Consumo,-705.6
1987,Kerosene,Consumo,-663.1
1988,Kerosene,Consumo,-686.6
1989,Kerosene,Consumo,-715.6
1990,Kerosene,Consumo,-740.9
1991,Kerosene,Consumo,-670.7
1992,Kerosene,Consumo,-668.2
1993,Kerosene,Consumo,-627.3
1994,Kerosene,Consumo,-653.9
1995,Kerosene,Consumo,-683.1
1996,Kerosene,Consumo,-756.4
1997,Kerosene,Consumo,-669.5
1998,Kerosene,Consumo,-648.1
1999,Kerosene,Consumo,-551.2
2000,Kerosene,Consumo,-491
2001,Kerosene,Consumo,-500.5
2002,Kerosene,Consumo,-413.2
2003,Kerosene,Consumo,-423.9
2004,Kerosene,Consumo,-445
2005,Kerosene,Consumo,-447.2
2006,Kerosene,Consumo,-422.4
2007,Kerosene,Consumo,-437.5
2008,Kerosene,Consumo,-455.2
2009,Kerosene,Consumo,-447
2010,Kerosene,Consumo,-541.8
2011,Kerosene,Consumo,-534.6
2012,Kerosene,Consumo,-523.2
2013,Kerosene,Consumo,-524.6
2014,Kerosene,Consumo,-515.1
2015,Kerosene,Consumo,-522
1960,Gas Oil,Oferta,813.9
1961,Gas Oil,Oferta,898.2
1962,Gas Oil,Oferta,762.2
1963,Gas Oil,Oferta,518.3
1964,Gas Oil,Oferta,680.8
1965,Gas Oil,Oferta,700.5
1966,Gas Oil,Oferta,30.9
1967,Gas Oil,Oferta,315.4
1968,Gas Oil,Oferta,491.1
1969,Gas Oil,Oferta,669.5
1970,Gas Oil,Oferta,479.8
1971,Gas Oil,Oferta,-105.2
1972,Gas Oil,Oferta,159.2
1973,Gas Oil,Oferta,-15.7
1974,Gas Oil,Oferta,127
1975,Gas Oil,Oferta,456.6
1976,Gas Oil,Oferta,305
1977,Gas Oil,Oferta,287
1978,Gas Oil,Oferta,24.6
1979,Gas Oil,Oferta,409.5
1980,Gas Oil,Oferta,-590.8
1981,Gas Oil,Oferta,-881.4
1982,Gas Oil,Oferta,-718.3
1983,Gas Oil,Oferta,-491.2
1984,Gas Oil,Oferta,-584.9
1985,Gas Oil,Oferta,-1088.8
1986,Gas Oil,Oferta,-601.1
1987,Gas Oil,Oferta,-92.4
1988,Gas Oil,Oferta,-424.2
1989,Gas Oil,Oferta,-1083.5
1990,Gas Oil,Oferta,-1740.1
1991,Gas Oil,Oferta,-2032.8
1992,Gas Oil,Oferta,-2123.6
1993,Gas Oil,Oferta,-1730.7
1994,Gas Oil,Oferta,-525.3
1995,Gas Oil,Oferta,-704.2
1996,Gas Oil,Oferta,-259.2
1997,Gas Oil,Oferta,-988.8
1998,Gas Oil,Oferta,-1065.1
1999,Gas Oil,Oferta,-1546.2
2000,Gas Oil,Oferta,-1249.8
2001,Gas Oil,Oferta,-1305.7
2002,Gas Oil,Oferta,-1057.1
2003,Gas Oil,Oferta,-1217.4
2004,Gas Oil,Oferta,-733.3
2005,Gas Oil,Oferta,258.4
2006,Gas Oil,Oferta,149.5
2007,Gas Oil,Oferta,1333.5
2008,Gas Oil,Oferta,1624.3
2009,Gas Oil,Oferta,948.3
2010,Gas Oil,Oferta,2579.2
2011,Gas Oil,Oferta,3261.9
2012,Gas Oil,Oferta,2473.7
2013,Gas Oil,Oferta,4037.6
2014,Gas Oil,Oferta,2963
2015,Gas Oil,Oferta,3156.4
1960,Gas Oil,Transformacion,-0.9
1961,Gas Oil,Transformacion,196.7
1962,Gas Oil,Transformacion,467.7
1963,Gas Oil,Transformacion,834.8
1964,Gas Oil,Transformacion,708.1
1965,Gas Oil,Transformacion,1187.4
1966,Gas Oil,Transformacion,1645.1
1967,Gas Oil,Transformacion,1767.9
1968,Gas Oil,Transformacion,1828.6
1969,Gas Oil,Transformacion,1865.4
1970,Gas Oil,Transformacion,2282.5
1971,Gas Oil,Transformacion,2764.8
1972,Gas Oil,Transformacion,2779.9
1973,Gas Oil,Transformacion,3022.3
1974,Gas Oil,Transformacion,3406.5
1975,Gas Oil,Transformacion,3951.6
1976,Gas Oil,Transformacion,4187.4
1977,Gas Oil,Transformacion,4460
1978,Gas Oil,Transformacion,4681.5
1979,Gas Oil,Transformacion,4834.2
1980,Gas Oil,Transformacion,5689.6
1981,Gas Oil,Transformacion,6041.9
1982,Gas Oil,Transformacion,6040.7
1983,Gas Oil,Transformacion,6015
1984,Gas Oil,Transformacion,6277.2
1985,Gas Oil,Transformacion,6413.6
1986,Gas Oil,Transformacion,6285
1987,Gas Oil,Transformacion,6141.5
1988,Gas Oil,Transformacion,6755.9
1989,Gas Oil,Transformacion,6918.8
1990,Gas Oil,Transformacion,7232.1
1991,Gas Oil,Transformacion,7549.4
1992,Gas Oil,Transformacion,8592.6
1993,Gas Oil,Transformacion,8816.3
1994,Gas Oil,Transformacion,8269
1995,Gas Oil,Transformacion,8163.3
1996,Gas Oil,Transformacion,9237
1997,Gas Oil,Transformacion,10293.4
1998,Gas Oil,Transformacion,10561.4
1999,Gas Oil,Transformacion,10815.5
2000,Gas Oil,Transformacion,9361.2
2001,Gas Oil,Transformacion,10350
2002,Gas Oil,Transformacion,9499.8
2003,Gas Oil,Transformacion,10062.9
2004,Gas Oil,Transformacion,10177.6
2005,Gas Oil,Transformacion,9939.4
2006,Gas Oil,Transformacion,10587.4
2007,Gas Oil,Transformacion,10310.6
2008,Gas Oil,Transformacion,9924.4
2009,Gas Oil,Transformacion,9387.5
2010,Gas Oil,Transformacion,8691.4
2011,Gas Oil,Transformacion,8253.9
2012,Gas Oil,Transformacion,8300.3
2013,Gas Oil,Transformacion,7452.9
2014,Gas Oil,Transformacion,7995.7
2015,Gas Oil,Transformacion,8171.8
1960,Gas Oil,Consumo,-813.1
1961,Gas Oil,Consumo,-1094.9
1962,Gas Oil,Consumo,-1230
1963,Gas Oil,Consumo,-1353.1
1964,Gas Oil,Consumo,-1388.9
1965,Gas Oil,Consumo,-1887.9
1966,Gas Oil,Consumo,-1675.9
1967,Gas Oil,Consumo,-2083.4
1968,Gas Oil,Consumo,-2319.7
1969,Gas Oil,Consumo,-2534.8
1970,Gas Oil,Consumo,-2762.3
1971,Gas Oil,Consumo,-2659.6
1972,Gas Oil,Consumo,-2939.1
1973,Gas Oil,Consumo,-3006.6
1974,Gas Oil,Consumo,-3533.5
1975,Gas Oil,Consumo,-4408.2
1976,Gas Oil,Consumo,-4492.3
1977,Gas Oil,Consumo,-4747
1978,Gas Oil,Consumo,-4706.1
1979,Gas Oil,Consumo,-5243.7
1980,Gas Oil,Consumo,-5098.8
1981,Gas Oil,Consumo,-5160.5
1982,Gas Oil,Consumo,-5322.4
1983,Gas Oil,Consumo,-5523.8
1984,Gas Oil,Consumo,-5692.2
1985,Gas Oil,Consumo,-5324.8
1986,Gas Oil,Consumo,-5683.8
1987,Gas Oil,Consumo,-6049.1
1988,Gas Oil,Consumo,-6331.7
1989,Gas Oil,Consumo,-5835.3
1990,Gas Oil,Consumo,-5492
1991,Gas Oil,Consumo,-5516.6
1992,Gas Oil,Consumo,-6469
1993,Gas Oil,Consumo,-7085.6
1994,Gas Oil,Consumo,-7743.7
1995,Gas Oil,Consumo,-7459.1
1996,Gas Oil,Consumo,-8977.8
1997,Gas Oil,Consumo,-9304.5
1998,Gas Oil,Consumo,-9496.4
1999,Gas Oil,Consumo,-9269.3
2000,Gas Oil,Consumo,-8111.4
2001,Gas Oil,Consumo,-9044.3
2002,Gas Oil,Consumo,-8442.6
2003,Gas Oil,Consumo,-8845.5
2004,Gas Oil,Consumo,-9444.2
2005,Gas Oil,Consumo,-10197.8
2006,Gas Oil,Consumo,-10736.9
2007,Gas Oil,Consumo,-11644.1
2008,Gas Oil,Consumo,-11548.7
2009,Gas Oil,Consumo,-10335.9
2010,Gas Oil,Consumo,-11270.6
2011,Gas Oil,Consumo,-11515.8
2012,Gas Oil,Consumo,-10773.9
